,transcripts,confidence
138,Negative they didn't advise but from so we have an additional calls out,0.7935711741447449
139,just want to confirm that we have 15 points,0.7938306927680969
140,division three edges five I'm go ahead and division three,0.7625227570533752
141, is it 2180 and Route into 64 in the area and just 72,0.8189074397087097
142,Lodge imaginary to your battle station 31st out there,0.7363405227661133
143,it's all Brooke the alleyway our very first reports,0.6944079995155334
144,Big River,0.5487760305404663
145,2167 1911,0.6327348351478577
146,happy birthday America,0.6779124140739441
147,you were coming down the road now,0.803347647190094
148,Micheal 328i got to the colonies not conductive Beauty,0.8132147192955017
149,Dana Vision that John I went to return to camp,0.5078379511833191
150,have available 1554 then I 974 the cynic,0.7967145442962646
151,half at the front desk of are going to male and females outside and of 415,0.8186451196670532
152,perfect,0.6322035789489746
153,Ridgeway College kittens the Orville,0.7441515326499939
154,Robert Greene,0.41690927743911743
155,Scott,0.36453673243522644
156,Charlie Charlie training 2007,0.7378062605857849
157,Santana one respond with you medic 2 1 5 5 5 Archway for cardiac,0.6749100089073181
158,feather Rock,0.5525298118591309
159,Hudson County resident a lot of static at the Ada 195 and I'll need the rest,0.799315333366394
160,Heavenly one,0.6008478403091431
161,probably under their extended on coming from student Canyon,0.6996641755104065
162,Michael for difficulty breathing First Church of the Nazarene 1184 East Avenue across the Ceres Avenue and Flora is to Parliament,0.8194756507873535
163, happy Factory Roberts Road elderly and for Wisconsin about 40s,0.7692685723304749
164,Tyra 36,0.6269626617431641
165,1st 2nd and 3rd or up I'll check the other ones now,0.8513983488082886
166,Woodcraft has flagged down by a neighbor at the mall,0.7638113498687744
167,Emma Baxter Hall,0.7559245228767395
168,affirmative lynterlee now why we are Ellie way and blue feather road,0.834717333316803
169,31 is David Hayes five four one nine one nine less of trouble,0.8286660313606262
170,want to order,0.6388919949531555
171,happy either,0.4865456223487854
172,Kerr,0.5800735354423523
173,remember hanging,0.7308341860771179
174,violence,0.6182523369789124
175,five zero one miles of two eight five three,0.807569682598114
176,Turner Isabella complex.com,0.39896640181541443
177,for alleged 2167 St Winder down if I were girls Whaler of clothes,0.8565361499786377
178,as if I did,0.6811476349830627
179,we can make that for us we were right around the corner,0.7496974468231201
180,and then each other can you get it,0.4810745120048523
181,some time,0.5152467489242554
182,enough,0.5901764035224915
183,23 and if you want audible alarm at Enterprise manzanella Way,0.7829789519309998
184,Tres just want to let you know industry leaders from that Old humble Roost Road,0.8473865985870361
185,2154,0.5719162821769714
186,century 81.32,0.5291174054145813
187,Isabelle bowling quarters and all that,0.5151513814926147
188,pleasure,0.5810475945472717
189,Fargo firefighters 933,0.6029415726661682
190,four than the ideas,0.7701173424720764
191,four main Recreation Area,0.6344490051269531
192,35,0.6264228820800781
193,five would be letter X medical her bleeding from a fall crackers - visit roseleaf Garden to seven seven zero zero there Elena and building a Adam casierra Sunrise Terrace and Wadi Common People far 1139,0.8200733065605164
194,Oroville in 1472 thin quarter station 36,0.6811618804931641
195,purple concept,0.5231159925460815
196,where's that,0.7634417414665222
197,Shari 71,0.685417890548706
198,Firefly,0.6904980540275574
199,53 chica,0.7455215454101562
200,I've been watching the next motherfucker pleading su-35 to Porter ways to be a ten-month-old present randlyn to Avenue these are so pretty,0.8421438932418823
201,Maddox Midway Nelson's 1029,0.7225394248962402
202,over 26 years beaten and eight parts will cancel,0.6332846283912659
203,4 you want it for,0.540012538433075
204,e 1st fun,0.5605813264846802
205,33 company 33 be about X medical chain 6 2 4 5 0 at Fort Clatsop Retson Road sir Senator Gage break,0.7931095957756042
206,staff with you and Quarter Stitch 42,0.7731929421424866
207,it's transients trying to take Spies of a vacuum,0.824555516242981
208,I heard an Aquarius,0.582750141620636
209,Chico fire and his thirst,0.7766271233558655
210,single fiber where the crisis there,0.6328237652778625
211,four,0.6049286127090454
212,Ernest 2162 padua's KX y 9 6,0.6621610522270203
213,Alma de o fire fire,0.649323582649231
214,picnic,0.35913851857185364
215,has a dent on the driver side rear quarter panel,0.8962385654449463
216,Hickory one,0.5178582072257996
217,Bravo for 75 grand,0.700937032699585
218,Travis,0.5947579741477966
219,table,0.35335686802864075
220,forty finally have sex for eight years and turn away crackers up on guard speaking with Mike Pence at the location is as multiple wives are missing after that half of the evaporator,0.8655632734298706
221,Cheri was beginning ashes and express Carla,0.7464272975921631
222,Reagan for girls,0.6398490071296692
223,forty,0.6211828589439392
224,Circle,0.41267523169517517
225,Pam 215,0.4854855537414551
226,34,0.7175742983818054
227,passively wanted but we don't know why or who it is for the RP advised if you want to cover for that area trip,0.844531774520874
228,creative,0.5170738697052002
229,that juvenile issues back if you could call Brianna,0.82421875
230,sucker,0.6304805874824524
231,Ayers down 45C States,0.6568013429641724
232,three on the Medics Escalade 2.75 Greenville Street Casa Griffin Avenue the difficulties,0.8090673089027405
233,probably the strands like turning it 2184 available 630 630 fucker,0.6021233201026917
234,sugar,0.6196638941764832
235,crisis,0.47086668014526367
236,County success,0.5359565019607544
237,Segura 421a transport close he's gay place,0.7368826270103455
238,Fargo fire,0.6911612153053284
239,gopher exercise,0.7033851742744446
240,Sabine 9110 18 Ralph Whitmire and,0.6847488880157471
241,Stephen Covey is leaving she's right here,0.7901291847229004
242,5th,0.6174256205558777
243,seven,0.5554530620574951
244,French were confirming Alexis Ephesus,0.6424906849861145
245,beautiful couple,0.6750218272209167
246,fire,0.6534368395805359
247,okay whatever,0.7386384010314941
248,all right,0.5696032047271729
249,Anthony I'll replace 14,0.7258632779121399
250,Morgan Storage one,0.6716593503952026
251,Travis started pretty packed tenements,0.6055499315261841
252,Covington fourth 2405,0.49815434217453003
253,Park,0.46491098403930664
254,seven,0.7236220240592957
255,probably have to backtrack 50 75 yards to vallombrosa Circle,0.8193877339363098
256,I believe I'm Hillary the second suspect sitting oppressed are always around me come,0.8446807861328125
257,he provided they were of the crystal permitting away in the parking lot,0.78190678358078
258,twin I'll fire,0.7394120693206787
259,if I have 14 happens if an exam 14 and 21,0.5913938283920288
260,the RP yelled at the subject and then that subject fled westbound on East Avenue,0.8103187680244446
261, Cathy very wonderful,0.7580307722091675
262,retirement,0.6289513111114502
263,Harvey is advising they've got him handcuffed now walking back in the store,0.8062936067581177
264,Sandra,0.5544347763061523
265,lasso commotion Robert Robert Edward Sam first of Marietta Robert King oceans,0.7753382921218872
266,don't be pathetic plus all over this was back in Victorian Park come on,0.8196734189987183
267,Park,0.4552939832210541
268,Navarro philosophy,0.7858530879020691
269,Cathy Council Amazon,0.5864887237548828
270,walk in front of,0.877195417881012
271,never mind,0.5925841331481934
272,607 Hannah,0.5702001452445984
273,Centurion doesn't George Robert Baker 0 to 7 black,0.709518313407898
274,his name is joy we have entered the country under Doyle Mullins 210 of 84 of architecture for finance,0.8480607271194458
275,Coventry 10,0.9127718806266785
276,very good,0.7416815757751465
277,Tres Revenge,0.6507292985916138
278,feather location VIs,0.854812741279602
279, I can tailor song,0.6893872618675232
280,Hart,0.5417998433113098
281,I did I hit anything overseas,0.7114100456237793
282,Travis,0.6427362561225891
283,Ivy s20 out on sale,0.6268033385276794
284,objects are interesting,0.6229898929595947
285,path,0.6597431302070618
286,de 52-28,0.5608463883399963
287,contact elephant she's a staff member there she's with a guy,0.844940721988678
288,Crown right back,0.6200283169746399
289,five sample return to quarters chicken which is 5,0.6909433007240295
290,it's going to be with,0.7848634719848633
291,forty seven dollars it right between Taco Bell's Kinnear,0.7097988724708557
292,Iris 24 hours,0.6105950474739075
293,you anyone be something call 96 797,0.7022138237953186
294,that was a female last of,0.764536440372467
295,Farris,0.4203563928604126
296,drawing,0.7761606574058533
297,31:3,0.569531261920929
298,Aloha 71st Melville response area,0.7370747923851013
299,Kern award arrested,0.620953381061554
300,Troy,0.44339069724082947
301,Hollis,0.5831601023674011
302,Medicals result of a TC 64 Kennedy Avenue to you and Gavin Rachel really,0.8368074297904968
303,four units,0.3625601828098297
304,seven and round,0.5846997499465942
305,today units 15 confiar en route to an 1183 keeping Highway 99,0.8156647682189941
306,Frances,0.5680431723594666
307,seven,0.358397513628006
308,okay so good to drive up that way here little bit will see up there somewhere,0.8037776947021484
309,Saint Clair,0.6599389314651489
310,Sedona 2003 Honda Accord has the back window that chatter doubtless or being in passing on one way of blessing towards the DTA and wnit tests personality tests,0.8420871496200562
311,two is really cheesy Salty Sea because station Chico fire radio check,0.7948570251464844
312,32:23 weather,0.3636952042579651
313,Troy Travis myself,0.6159453392028809
314,Center one it Medics medical possible heart attack Carolyn Department x27 explanation,0.8257599472999573
315,forty,0.35639867186546326
316,female that was causing a disturbance inside the bar refusing to leave she's an HSA with curly dark hair,0.8520733118057251
317,portal 1727,0.6649924516677856
318,Jackie Captain cases go ahead,0.6924020648002625
319,G of 35 you can add 7711 377 and 11,0.7867547869682312
320,Eagle for sale,0.4457571506500244
321,Marvin Williams anymore,0.6635288000106812
322,California last week,0.560552716255188
323,Thelma,0.5484805107116699
324,Jefferson,0.3834848701953888
325,if I were you,0.8387600779533386
326,Timber,0.36701226234436035
327,Trevor how that comes down to after this evening,0.6326590180397034
328,forty press outside cleaning service,0.7897527813911438
329,engine for extinguish so fire and the Walmart parking lot 2044 Forest Avenue crosses Parkway Village Drive in Whitmire dry,0.8479288816452026
330,three times does your guy have a car or a location where I'm at,0.8733864426612854
331,one,0.5909246802330017
332,and then one lift assist for three three missions,0.7389480471611023
333,very very good,0.4007813334465027
334,Phaeton God's judgment service,0.6324612498283386
335,communication sorry sorry,0.5874536633491516
336,quick follow-up come eat right now,0.6080493927001953
337,Heavenly Council like Mariah Carey private station,0.7007381319999695
338,like this crowd job,0.7158829569816589
339, honey,0.3604562282562256
340,Camp Communications Oscar Oscar how do you copy away from power lines,0.8397049307823181
341,four five nights will be a coal car,0.6754086017608643
342,Fresno,0.5685160160064697
343,forty five degree I see I'm ready for causes yet,0.7752359509468079
344,Cummings,0.6589072942733765
345,service reforms for 43 years,0.6394624710083008
346,I'm 19,0.6995063424110413
347,7132 alarm at Pizza Hut,0.8316734433174133
348,Brice 11 copies thank you,0.7532304525375366
349,Biggs / 54 and suspicious circuit that's fine,0.7272166013717651
350,portal just going to oneself,0.5630578994750977
351,Nora,0.5090656876564026
352,fairly readable be advised that will support from PD of a possible new small Superior fire in the area of pentz road at Sierra Del forth once again pentz Road at Sierra Del Sol another near across is the Nestle Reservoir Road,0.875154435634613
353,Vis uniform class of force,0.7387562394142151
354,farview bags respond to medical and Consciousness 379 East Park Avenue,0.8203264474868774
355,seven GLA we may contact with RP to make,0.8064082860946655
356,6th picture in three nine seven one,0.7540318369865417
357,all units responding to a staging for or had seen at the camp incident switched abuse support for command used for for command here TechNet pack 11 be fired 26 CTS backed by Orville repeating all units responding to a chain has were stated for the campus it has switched abuse support for command your TechNet stack 11 these are 26 GS pack 5 December traffic,0.8771589398384094
358,cabin yeah anything 20 was the one with the broken window 18,0.7751229405403137
359,how many clothes,0.7496016621589661
360,27,0.5727420449256897
361,Covey,0.3584393560886383
362,hidden to Armament blade eat Highlands Terrace classification,0.7230769991874695
363,zepher 60 106 Ripley,0.8317055702209473
364,happy to take my word for it,0.6895932555198669
365,dog Charlie to us Sports,0.6141529083251953
366,five four 142 Brown and Brown,0.6866593956947327
367,s a,0.38529783487319946
368,operations per second,0.5169166326522827
369,just one touch text 118,0.6317461729049683
370,forty forgot Sakura I don't think we were out with even to begin with we were rolled up for partner network is coming,0.871204674243927
371,church parking lot burn up and class it says she was assaulted by her boyfriend,0.7620393633842468
372,single virus has five different pieces of itself,0.5950824022293091
373,seven,0.5383787751197815
374,I'm on the fence about the survey City a little bit,0.7354292273521423
375,137 verbal dispute Waco parking lot,0.8273704648017883
376,Jac cops,0.5620523691177368
377,inside the palace engaged,0.6467991471290588
378,aloha,0.3643147945404053
379,perfect,0.6908256411552429
380,flicker for over your head,0.6150559186935425
381,Trevor 1085,0.5530136823654175
382,I work a lot cliff,0.6918264031410217
383,it is 41 Public Assistance North Country School I-55 for California Street,0.777991771697998
384,Retreat around passenger found,0.6204274296760559
385,Richardson it to you,0.4883531630039215
386,forty five you better clinical Man Down nine three seven nine could be the street between Durham Street and dirty and Highway their disaster,0.832135796546936
387,so he said I've been working late,0.7929465174674988
388,bartenders 42 available in quarters,0.7781166434288025
389,kind of compact of them,0.782027542591095
390,over 26 and under,0.8103137016296387
391,par her 27 does return out of Magalia,0.699917733669281
392,Governors and,0.6523631811141968
393,yellow Adam palsy really three on a silver Nissan Murano,0.7763771414756775
394,however Stephen with a pH same last name and birthdate out of paradise found,0.8228533267974854
395,Reclamation Preston have you arrested,0.708450436592102
396,Crest group a teacup,0.5528526902198792
397,but if anyone 1732,0.711030900478363
398,Vision at the stocks trackball can't communicate,0.7806142568588257
399,everyone is problematic side that complications two six zero one shot away,0.7885324358940125
400,sugar,0.42470869421958923
401,the magnetic you systems of higher medical if you know what for to where they have any quantity skydiving and what color are they,0.8351431488990784
402,Trevor,0.3487023115158081
403,I copied that your cookware I have an Anthony King 219 of 85 to have another go ahead,0.7939183115959167
404,fir,0.54155433177948
405,6th identify suspicious underground's 27 27 Cedar Park West Express,0.6564496159553528
406,careful it's parked in front,0.8376811742782593
407,do we have Cons with our unit,0.8161914944648743
408,four five you broke I copied that scene staging DS4 there,0.7174738645553589
409,earlier that reported possible LPG leads to very has not been compromised by fire was there a nelly rep that made the report still in the area you know waiting to meet me,0.8624566793441772
410,Chris is requesting a welfare check on his wife she's refusing to get a battery order,0.8237851858139038
411,Dominic,0.418413907289505
412,4 15 word on it,0.49905064702033997
413,pharmacist,0.6867103576660156
414,Frank fan operates,0.5489398837089539
415,now it's outside right female want are great Jack,0.7776447534561157
416,predators,0.7127439379692078
417,Fay,0.4505947530269623
418,and we don't have a plate,0.755257248878479
419, have fun,0.6552741527557373
420,I've got the advice for Coke,0.801267147064209
421,real nice breakfast,0.6729958057403564
422,point seven point seven liter of milk,0.4819929301738739
423, you're next,0.49429187178611755
424,Bennett re-clean Robert 992,0.6373201012611389
425,Cabin syrup,0.579740583896637
426,first time I've ever had for any corrections support,0.8184688687324524
427,gopher,0.6732754111289978
428,abstract yesterday across the street and on the 4th Avenue a box,0.8233336210250854
429,Jacob 43 skirt forms,0.6569065451622009
430,fourteen are so far that and sellers starting,0.8070335388183594
431,any 941 area checks this is subject 11,0.6299087405204773
432,we're going to be happy,0.7581424713134766
433,Meyers is five Hazard medicated it just,0.7093557119369507
434,and my setup,0.5785303711891174
435,portal,0.355910062789917
436,go ahead Charlie,0.7560797333717346
437, Zack up,0.6307703256607056
438,mother and Evergreen is the RO and,0.7864090800285339
439,leadership budget evacuations of,0.8085063099861145
440,F related,0.5713609457015991
441,Purcell control to one for Camelot,0.7407249808311462
442,quick,0.6028006076812744
443,staff are several Solutions looks very good,0.7181063890457153
444,Roberts obvious 50 mile-an-hour winds peculiar from the reservoir side super Fortress Falls always use billion equipment offer temporary Refuge areas,0.8874650001525879
445,your golf division making commands,0.698013961315155
446, never,0.6313972473144531
447,zepher,0.45518043637275696
448,the 12 I'm going to break the in rats,0.7384811639785767
449,Stargate too fast,0.5746039152145386
450,Chris encountered had 12:3 and 59 is returning valid her 29 declare she is also the owner of the Buick which is,0.8332195281982422
451,Rossi,0.5094859600067139
452,mind trying to get a hold,0.8758462071418762
453,as for dispatch sprinkles the inside the building or outside last Wranglers that's fact that they're inside the building,0.7906473278999329
454,Cardinal fire,0.7816746234893799
455,copy a j 3 you'll be responding with difficulty breathing at the auto rescue mission 40 to 50 Lincoln Boulevard Tyme out 18,0.7944411039352417
456,Pepe operations grandstand,0.5927426815032959
457,Baroni 2167 we met up with engine 1769 approximately 3 miles north of France gave you have anything further,0.8463450074195862
458,four,0.6070294380187988
459,really clear for the driver of the Camry white,0.9062919616699219
460,Yankee cup,0.5951715111732483
461,Trevor,0.694892406463623
462,Trevor and Mary Randolph,0.6736741662025452
463,well with 1/5 David's Bridal just for tonight,0.8412011861801147
464,red six division Yankee I've got 44 golf ready to engage once we get clear that they can walk down the track,0.8695343136787415
465,Diane expedia's respond code 3 2 3 3 7 mean,0.847595751285553
466,paper bag so it's all for your 41 or 18,0.7536113262176514
467,tension 4115 21,0.599633514881134
468,Shepard,0.4840661287307739
469, 17.3,0.648973286151886
470,Placer trailer,0.6641826629638672
471,don't try to copy what you have such a desire for example is not day,0.7308963537216187
472,e 17th and mulberry,0.7916318774223328
473,Trevor,0.6723483204841614
474,Kelsey our house fire prior contacts with clear and license suspended,0.8041291832923889
475,unknown medical problems 1425 North Avenue apartment number 18,0.6915034055709839
476,have my throat from a different,0.813880980014801
477,Forest,0.4347414970397949
478,Stanford six three zero three zero 6303 Abbey Road cross and lucky lady Lane that check on James and Anthony we checked on yesterday to shelter in place Deniz working on getting out,0.8355247974395752
479,I'm not smoking is a freshman Skyway,0.8094537258148193
480,because you're always next time,0.8166622519493103
481,41 feet away from 7 and Christmas dress,0.7692122459411621
482,flag for Camp I see our commands,0.6039530038833618
483,go ahead,0.7374029159545898
484,French 3 red sticker class,0.773502767086029
485,forty six forty one,0.6640319228172302
486,positions for the holidays,0.7653045654296875
487,Hart,0.3657538592815399
488,Tyme 0-5 Lincoln Boulevard and showing the self-help motion for the,0.7618593573570251
489,Covey,0.5992290377616882
490,4710 8:35 remaining Cooks,0.7427682876586914
491,equal to 36 mileage 9 465,0.789376437664032
492, London area to handle 1950s,0.7697886824607849
493,Elliott advising that the issue has resolved itself stage left the scene trying to tell you,0.7968403697013855
494,house is secure doctor said for the moment,0.8496291637420654
495,shock,0.4106430113315582
496,37 532 see advisor coming down for one on the skyway,0.8052021265029907
497,Barton one responding,0.6161448955535889
498,mourning 1131,0.6355156898498535
499,citizen foxtrot cancer medications,0.7029926776885986
500,but that lot Duran,0.7677188515663147
501,1st,0.605198085308075
502,s s funny that this is apartment,0.6243104934692383
503,selfies you need a store location,0.7792748212814331
504,stop is management of forests still needs to go to a special place,0.7381973266601562
505,Reese and assemble this phone number he had been to the house for Hannah,0.7911948561668396
506,4 the back side down to know,0.7173531651496887
507,Terrance surprises,0.6174627542495728
508,oval Engine 2 inch by 7,0.6625542044639587
509,74,0.5178859233856201
510,country,0.44023406505584717
511, for the holidays had a service for the evening,0.7806055545806885
512,Pleasant Valley 4:06 47,0.6360390782356262
513,Tina,0.49088582396507263
514,copy - 3 0 to 32,0.6520516276359558
515,Forty Niners,0.4790961742401123
516,three on one,0.7351958751678467
517,Barton Orleans,0.5006614327430725
518,fig advised ambulance Ernie of the playground area the table coming I just call them,0.7394202351570129
519,forty one kilo friend,0.529928982257843
520,expired out of tickets,0.7681543827056885
521,copy,0.6646698713302612
522,going to take a call earlier from an Andrew Duran Society was advised that he would need to follow up with the business tomorrow,0.8585601449012756
523,Nelson,0.4999740421772003
524,Penny from East Avenue hot tub,0.6018496751785278
525,address is not going across recent history we have this Sunday school related to the center,0.826275646686554
526,their advice and have a family for 15,0.6312036514282227
527,Trent one contact 19 ideas Calle Court 1734,0.7899137735366821
528,it is Adam ma Orange,0.7525104284286499
529,forty one case number 63 Ethan Gilbert,0.7617321014404297
530,there are cells will structures along up on roast at West Park,0.7573702931404114
531,NXT senior 1055 a classic,0.8674700856208801
532,just about 90,0.7022697329521179
533,musically with a 1066 vehicle anything else,0.8064886331558228
534,as I need Medics medical friend unconscious subject at 18th and coelom subject in a white Prius appears passed out we found in the backseat come out of there with 611,0.8727598190307617
535,five Heroes,0.6438724994659424
536,burden,0.6288847327232361
537,Parker right now and baseball cap and a white female black soldier lie there,0.7705483436584473
538,Oregon digestive,0.40277981758117676
539,Timber,0.8106603026390076
540,Big Smo,0.41328155994415283
541,go ahead let's beneficial if we can open up,0.8405187726020813
542,you will have it,0.7368577122688293
543,Fox Trot 1 1 2 radiator,0.7445225119590759
544,Coffey I went and got a second piece to helicopters,0.7119943499565125
545, fir six selfies thank you,0.6521458625793457
546,Wonder,0.3617362082004547
547,Wanda,0.3647167980670929
548,Ripley wonderful message to MPT,0.6129871010780334
549,five subtract nine Eagle Crest Road,0.7125392556190491
550,Prince of Persia,0.7820149660110474
551,garnet,0.6074414849281311
552,hahaha,0.6259811520576477
553,today,0.5091753602027893
554,country that's match ever,0.6839038729667664
555,Drake aniconic fudge again,0.6440107822418213
556,fire,0.7165803909301758
557,Medics medical as at leading from the flowers are currently seven seven zero zero darling,0.7350645065307617
558,Caroline 55,0.6150291562080383
559,acacia,0.3670713007450104
560,River Freddy,0.5287793278694153
561,five two four six six two five zero,0.6981726288795471
562,Erie about the address,0.6623241901397705
563,24:38 welfare check possible 5150 at the Oakmont two eight zero one still has a roof,0.7960704565048218
564,additionally Medics are responding to immediate care for possible cardiac Immediate Care 376 vallombrosa,0.8675791621208191
565,Coffey thank you will be 25,0.6147475242614746
566,1st place for ground support for a out of service,0.7215588688850403
567,treasure,0.58685702085495
568,grass types,0.5681441426277161
569,I mean that's what we had on making a mess,0.7947465777397156
570,fire,0.6181712746620178
571,Oak Street,0.46848708391189575
572,pheasant 2163,0.6776373982429504
573,June 1 public assist help up at 1712 would be late,0.7128086090087891
574,Kathy tow Vehicle Systems Center,0.5755635499954224
575,Transit Connect tough step connecting for piece of equipment real quick while we were to Fire Equipment back and forth,0.8102346658706665
576,French to golf you have traffic,0.7483188509941101
577,Farris okay,0.43263009190559387
578,sesame,0.5465030670166016
579,forty seven ten,0.6746517419815063
580,Easy Company V 1 V 2 test,0.7066351175308228
581,four,0.40082302689552307
582,honey whatever stage of 45 star 9:30,0.7056877613067627
583,1st finger ever seen Jason,0.5419219136238098
584,5445 conquered by for 4-5 carrgrove Crossroads Village Parkway Surgery,0.789837121963501
